event_id,upi_transaction_id,timestamp,previous_state,new_state,event_type,amount,rrn,source
upievt_base_0135_1,upi_base_0135,2026-08-28T09:04:39,INITIATED,PENDING,UPI_INTENT_SENT,2052200,788554816658,webhook
upievt_base_0135_2,upi_base_0135,2026-08-28T09:05:39,PENDING,CAPTURED,WEBHOOK_CAPTURED,2052200,788554816658,webhook
upievt_base_0136_1,upi_base_0136,2026-08-28T13:49:16,INITIATED,PENDING,UPI_INTENT_SENT,1782800,353392014891,webhook
upievt_base_0136_2,upi_base_0136,2026-08-28T13:49:48,PENDING,CAPTURED,WEBHOOK_CAPTURED,1782800,353392014891,webhook
upievt_base_0138_1,upi_base_0138,2026-08-28T23:27:41,INITIATED,PENDING,UPI_INTENT_SENT,2284100,492102028955,webhook
upievt_base_0138_2,upi_base_0138,2026-08-28T23:28:13,PENDING,CAPTURED,WEBHOOK_CAPTURED,2284100,492102028955,webhook
upievt_base_0139_1,upi_base_0139,2026-08-29T04:13:10,INITIATED,PENDING,UPI_INTENT_SENT,487000,289708635239,webhook
upievt_base_0139_2,upi_base_0139,2026-08-29T04:13:54,PENDING,CAPTURED,WEBHOOK_CAPTURED,487000,289708635239,webhook
upievt_base_0140_1,upi_base_0140,2026-08-29T09:02:40,INITIATED,PENDING,UPI_INTENT_SENT,1263500,607803382689,webhook
upievt_base_0140_2,upi_base_0140,2026-08-29T09:03:14,PENDING,CAPTURED,WEBHOOK_CAPTURED,1263500,607803382689,webhook
upievt_base_0141_1,upi_base_0141,2026-08-29T13:49:50,INITIATED,PENDING,UPI_INTENT_SENT,846600,699910770735,webhook
upievt_base_0141_2,upi_base_0141,2026-08-29T13:49:59,PENDING,CAPTURED,WEBHOOK_CAPTURED,846600,699910770735,webhook
upievt_base_0143_1,upi_base_0143,2026-08-29T23:25:24,INITIATED,PENDING,UPI_INTENT_SENT,2272000,631946025298,webhook
upievt_base_0143_2,upi_base_0143,2026-08-29T23:25:44,PENDING,CAPTURED,WEBHOOK_CAPTURED,2272000,631946025298,webhook
upievt_base_0144_1,upi_base_0144,2026-08-30T04:15:52,INITIATED,PENDING,UPI_INTENT_SENT,1259600,825119489915,webhook
upievt_base_0144_2,upi_base_0144,2026-08-30T04:16:14,PENDING,CAPTURED,WEBHOOK_CAPTURED,1259600,825119489915,webhook
upievt_base_0145_1,upi_base_0145,2026-08-30T09:04:44,INITIATED,PENDING,UPI_INTENT_SENT,36500,769631000910,webhook
upievt_base_0145_2,upi_base_0145,2026-08-30T09:05:42,PENDING,CAPTURED,WEBHOOK_CAPTURED,36500,769631000910,webhook
upievt_base_0147_1,upi_base_0147,2026-08-30T18:36:50,INITIATED,PENDING,UPI_INTENT_SENT,633000,205777520189,webhook
upievt_base_0147_2,upi_base_0147,2026-08-30T18:37:14,PENDING,CAPTURED,WEBHOOK_CAPTURED,633000,205777520189,webhook
upievt_base_0148_1,upi_base_0148,2026-08-30T23:27:17,INITIATED,PENDING,UPI_INTENT_SENT,1454400,426029368922,webhook
upievt_base_0148_2,upi_base_0148,2026-08-30T23:28:09,PENDING,CAPTURED,WEBHOOK_CAPTURED,1454400,426029368922,webhook
upievt_base_0149_1,upi_base_0149,2026-08-31T04:14:49,INITIATED,PENDING,UPI_INTENT_SENT,1371500,652035807486,webhook
upievt_base_0149_2,upi_base_0149,2026-08-31T04:15:47,PENDING,CAPTURED,WEBHOOK_CAPTURED,1371500,652035807486,webhook
upievt_base_0150_1,upi_base_0150,2026-08-31T09:01:28,INITIATED,PENDING,UPI_INTENT_SENT,549100,981923066620,webhook
upievt_base_0150_2,upi_base_0150,2026-08-31T09:02:02,PENDING,CAPTURED,WEBHOOK_CAPTURED,549100,981923066620,webhook
upievt_005_1_8900,upi_scen_005_5712,2026-08-15T09:00:00,INITIATED,PENDING,UPI_INTENT_SENT,350000,441881158100,webhook
upievt_005_2_4674,upi_scen_005_5712,2026-08-15T09:05:00,PENDING,FAILED,BANK_TIMEOUT_RESPONSE,350000,441881158100,webhook
upievt_005_3_2773,upi_scen_005_5712,2026-08-15T09:27:00,FAILED,CAPTURED,LATE_AUTHORIZATION_CALLBACK,350000,441881158100,webhook
upievt_006_1_8030,upi_scen_006_5564,2026-08-18T09:00:00,INITIATED,FAILED,PAYER_DEBITED_GATEWAY_TIMEOUT,500000,347278876628,webhook
upievt_006_2_1430,upi_scen_006_5564,2026-08-18T09:15:00,FAILED,FAILED,AUTO_REVERSAL_CONFIRMATION,500000,347278876628,webhook
